Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A702860,Prada,05/18/2015 02:24:00 PM,05/18/2015 02:24:00 PM,400 Grove Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Miniature Poodle Mix,Black,Prada,06/06/2015 04:49:00 PM,06/06/2015 04:49:00 PM,05/18/2007,Dog,Neutered Male,8 years,Miniature Poodle Mix,Black,0.0
A685764,*Kell,08/12/2014 11:41:00 AM,08/12/2014 11:41:00 AM,3324 Ranch Road 620 S in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,*Kell,09/06/2014 03:35:00 PM,09/06/2014 03:35:00 PM,08/12/2012,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,0.0
A723581,Atenea,04/03/2016 02:39:00 PM,04/03/2016 02:39:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Kelpie Mix,Tan,Atenea,04/07/2016 05:29:00 PM,04/07/2016 05:29:00 PM,02/03/2016,Dog,Spayed Female,2 months,Australian Kelpie Mix,Tan,0.0
A682926,Chicho,07/05/2014 07:12:00 AM,07/05/2014 07:12:00 AM,1701 Grand Ave Pkwy in Travis (TX),Stray,Injured,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan/White,Chicho,07/07/2014 05:19:00 PM,07/07/2014 05:19:00 PM,07/05/2011,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,0.0
A693362,*Ygritte,12/06/2014 02:31:00 PM,12/06/2014 02:31:00 PM,10528 Channel Island in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/White,*Ygritte,02/01/2015 05:48:00 PM,02/01/2015 05:48:00 PM,11/08/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,0.0
A741640,Lunabelle,01/05/2017 01:14:00 PM,01/05/2017 01:14:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby,Lunabelle,01/12/2017 12:00:00 AM,01/12/2017 12:00:00 AM,07/05/2016,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby,0.0
A672833,,02/17/2014 03:44:00 PM,02/17/2014 03:44:00 PM,1867 Coronado Hills in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/Brown,,02/17/2014 03:53:00 PM,02/17/2014 03:53:00 PM,02/17/2013,Other,Unknown,1 year,Raccoon Mix,Black/Brown,1.0
A714654,,10/26/2015 01:45:00 PM,10/26/2015 01:45:00 PM,21205 W 71 in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Pug/Chihuahua Shorthair,Black,,10/31/2015 12:09:00 PM,10/31/2015 12:09:00 PM,10/26/2007,Dog,Spayed Female,8 years,Pug/Chihuahua Shorthair,Black,0.0
A443738,Maggie Mae,07/04/2015 10:51:00 AM,07/04/2015 10:51:00 AM,Abilene Trail And Smokehouse Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick,Maggie Mae,07/04/2015 03:22:00 PM,07/04/2015 03:22:00 PM,08/19/2005,Dog,Spayed Female,9 years,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick,0.0
A679941,,05/28/2014 12:27:00 PM,05/28/2014 12:27:00 PM,8709 Old Manor Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Red/White,,06/05/2014 02:17:00 PM,06/05/2014 02:17:00 PM,05/28/2013,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White,0.0
A799015,,07/03/2019 11:41:00 AM,07/03/2019 11:41:00 AM,7Th Street And Comal in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Terrier Mix,Tan/Black,,07/07/2019 06:02:00 PM,07/07/2019 06:02:00 PM,07/03/2018,Dog,Neutered Male,1 year,Border Terrier Mix,Tan/Black,0.0
A666757,Hudson,11/06/2013 05:06:00 PM,11/06/2013 05:06:00 PM,3614 Bill Price Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 months,Soft Coated Wheaten Terrier Mix,Tan/White,Hudson,11/10/2013 05:13:00 PM,11/10/2013 05:13:00 PM,07/06/2013,Dog,Neutered Male,4 months,Soft Coated Wheaten Terrier Mix,Tan/White,0.0
A759346,*Boca,09/30/2017 04:58:00 PM,09/30/2017 04:58:00 PM,2303 Alta Vista in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,*Boca,10/21/2017 10:54:00 AM,10/21/2017 10:54:00 AM,07/09/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,0.0
A724441,*Leroy,04/17/2016 04:03:00 PM,04/17/2016 04:03:00 PM,12898 Bloor Rd in Manor (TX),Stray,Injured,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,*Leroy,07/08/2016 03:34:00 PM,07/08/2016 03:34:00 PM,04/17/2014,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,0.0
A771043,Pumpkin,05/01/2018 12:57:00 PM,05/01/2018 12:57:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Tan/White,Pumpkin,07/07/2018 11:56:00 AM,07/07/2018 11:56:00 AM,10/29/2016,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Tan/White,0.0
A776373,*Eva,07/12/2018 02:24:00 PM,07/12/2018 02:24:00 PM,3209 South Ih 35 Frontage Road in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Brown Tabby/White,*Eva,08/18/2018 02:47:00 PM,08/18/2018 02:47:00 PM,06/07/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A683279,,07/08/2014 05:20:00 PM,07/08/2014 05:20:00 PM,Travis (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,,07/08/2014 06:41:00 PM,07/08/2014 06:41:00 PM,06/16/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0.0
A692235,*Scottie,11/17/2014 11:13:00 AM,11/17/2014 11:13:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,*Scottie,12/13/2014 05:34:00 PM,12/13/2014 05:34:00 PM,10/07/2014,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White,0.0
A773931,Nala,06/07/2018 03:19:00 PM,06/07/2018 03:19:00 PM,12221 Hulsey Road in Manor (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie,Nala,07/08/2018 06:15:00 PM,07/08/2018 06:15:00 PM,06/07/2016,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie,0.0
A750467,Nanas,05/27/2017 01:47:00 PM,05/27/2017 01:47:00 PM,6752 Broad Brook in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Red/White,Nanas,05/31/2017 05:57:00 PM,05/31/2017 05:57:00 PM,05/31/2013,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Red/White,0.0
A607903,Penelope,05/19/2017 12:20:00 PM,05/19/2017 12:20:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Spayed Female,6 years,Australian Cattle Dog/Collie Smooth,Brown/Red Tick,Penelope,08/19/2017 10:15:00 AM,08/19/2017 10:15:00 AM,01/14/2011,Dog,Spayed Female,6 years,Australian Cattle Dog/Collie Smooth,Brown/Red Tick,0.0
A799127,,07/05/2019 12:41:00 PM,07/05/2019 12:41:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Brown Brindle,,07/21/2019 01:17:00 PM,07/21/2019 01:17:00 PM,05/21/2019,Dog,Spayed Female,1 month,Australian Shepherd Mix,Brown Brindle,0.0
A693005,Lex,11/29/2014 06:38:00 PM,11/29/2014 06:38:00 PM,2801 E 5Th St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown,Lex,12/01/2014 06:30:00 PM,12/01/2014 06:30:00 PM,11/29/2013,Dog,Neutered Male,1 year,Boxer Mix,Brown,0.0
A779992,Skippy,09/08/2018 09:18:00 AM,09/08/2018 09:18:00 AM,10601 N. Lamar Blvd. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Sable/White,Skippy,09/08/2018 05:31:00 PM,09/08/2018 05:31:00 PM,09/08/2017,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Sable/White,0.0
A698248,Chalmers,11/01/2015 12:43:00 PM,11/01/2015 12:43:00 PM,Holly And Robert T Martinez in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Labrador Retriever Mix,Brown,Chalmers,11/01/2015 01:39:00 PM,11/01/2015 01:39:00 PM,03/07/2007,Dog,Neutered Male,8 years,Labrador Retriever Mix,Brown,0.0
A700562,Missy,04/16/2015 10:15:00 AM,04/16/2015 10:15:00 AM,11920 Shropshire in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,Missy,04/16/2015 06:02:00 PM,04/16/2015 06:02:00 PM,04/16/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,0.0
A699399,Nadda,03/26/2015 07:32:00 PM,03/26/2015 07:32:00 PM,8227 N Lamar in Austin (TX),Public Assist,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White,Nadda,03/27/2015 11:15:00 AM,03/27/2015 11:15:00 AM,03/27/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie/White,0.0
A689760,Daisy,10/09/2014 12:14:00 PM,10/09/2014 12:14:00 PM,Braker Ln And Hornsby in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/White,Daisy,10/12/2014 06:13:00 PM,10/12/2014 06:13:00 PM,10/12/2007,Dog,Spayed Female,7 years,Labrador Retriever Mix,Brown/White,0.0
A795239,,05/18/2019 12:03:00 PM,05/18/2019 12:03:00 PM,7504 West Rim Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Orange Tabby,,05/26/2019 04:31:00 PM,05/26/2019 04:31:00 PM,03/18/2019,Cat,Neutered Male,2 months,Domestic Medium Hair,Orange Tabby,0.0
A713345,,10/05/2015 06:04:00 PM,10/05/2015 06:04:00 PM,8023 Coulver in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Blue Smoke,,01/15/2016 12:04:00 PM,01/15/2016 12:04:00 PM,09/07/2015,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Blue Smoke,0.0
A806954,,10/18/2019 02:21:00 PM,10/18/2019 02:21:00 PM,11740 Manchaca Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black,,10/18/2019 04:58:00 PM,10/18/2019 04:58:00 PM,09/27/2019,Cat,Intact Male,3 weeks,Domestic Shorthair,Black,0.0
A751776,Felix,06/12/2017 04:22:00 PM,06/12/2017 04:22:00 PM,7020 Grand Canyon Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Felix,06/17/2017 01:41:00 PM,06/17/2017 01:41:00 PM,02/25/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A681242,,06/14/2014 11:19:00 AM,06/14/2014 11:19:00 AM,209 Turkey Run in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,,06/14/2014 12:45:00 PM,06/14/2014 12:45:00 PM,05/23/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,0.0
A683650,Lemmy,10/23/2014 11:19:00 AM,10/23/2014 11:19:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Fawn/Brown Brindle,Lemmy,10/26/2014 02:23:00 PM,10/26/2014 02:23:00 PM,07/13/2012,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Fawn/Brown Brindle,0.0
A773776,,06/05/2018 01:05:00 PM,06/05/2018 01:05:00 PM,14129 Littig Road in Manor (TX),Stray,Normal,Dog,Intact Male,4 months,Black/Tan Hound Mix,Black/Tan,,06/11/2018 06:52:00 PM,06/11/2018 06:52:00 PM,01/05/2018,Dog,Neutered Male,5 months,Black/Tan Hound Mix,Black/Tan,0.0
A798952,Toast,07/02/2019 01:00:00 PM,07/02/2019 01:00:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,Toast,08/23/2019 01:31:00 PM,08/23/2019 01:31:00 PM,07/02/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,0.0
A729565,,06/20/2016 12:54:00 PM,06/20/2016 12:54:00 PM,13309 Bennington Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Silver Tabby/White,,06/24/2016 05:04:00 PM,06/24/2016 05:04:00 PM,04/05/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Silver Tabby/White,0.0
A739197,Molly,11/29/2016 11:17:00 AM,11/29/2016 11:17:00 AM,6121 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pointer Mix,Chocolate/White,Molly,12/28/2016 05:22:00 PM,12/28/2016 05:22:00 PM,11/29/2015,Dog,Spayed Female,1 year,Pointer Mix,Chocolate/White,0.0
A784565,,11/16/2018 04:04:00 PM,11/16/2018 04:04:00 PM,6703 Cruz Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Gray,,11/23/2018 01:15:00 PM,11/23/2018 01:15:00 PM,09/10/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Gray,0.0
A787413,,01/12/2019 03:41:00 PM,01/12/2019 03:41:00 PM,Manchaca Road And West William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Border Terrier Mix,Tan,,01/19/2019 05:16:00 PM,01/19/2019 05:16:00 PM,01/12/2015,Dog,Spayed Female,4 years,Border Terrier Mix,Tan,0.0
A746036,,03/28/2017 11:49:00 AM,03/28/2017 11:49:00 AM,1221 W Ben White in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby,,03/28/2017 12:58:00 PM,03/28/2017 12:58:00 PM,03/13/2017,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A793610,,04/27/2019 01:05:00 PM,04/27/2019 01:05:00 PM,12517 Campana Drive in Travis (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,,04/27/2019 12:00:00 AM,04/27/2019 12:00:00 AM,04/20/2019,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,0.0
A749152,,05/11/2017 03:13:00 PM,05/11/2017 03:13:00 PM,9707 Gray Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby,,05/11/2017 06:32:00 PM,05/11/2017 06:32:00 PM,05/01/2017,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A668255,Peanut,11/30/2013 06:06:00 PM,11/30/2013 06:06:00 PM,Eastcrest And Croslin in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boston Terrier Mix,Brown Brindle/White,Peanut,12/02/2013 05:45:00 PM,12/02/2013 05:45:00 PM,11/30/2011,Dog,Neutered Male,2 years,Boston Terrier Mix,Brown Brindle/White,0.0
A704384,*Linden,06/04/2015 11:13:00 AM,06/04/2015 11:13:00 AM,6800 Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Linden,06/24/2015 01:10:00 PM,06/24/2015 01:10:00 PM,04/12/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A721356,*Jill,02/25/2016 06:17:00 PM,02/25/2016 06:17:00 PM,Wheless And Dorchester in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Border Collie Mix,Black/White,*Jill,03/11/2016 01:27:00 PM,03/11/2016 01:27:00 PM,02/25/2011,Dog,Spayed Female,5 years,Border Collie Mix,Black/White,0.0
A758151,Sock,09/15/2019 11:08:00 AM,09/15/2019 11:08:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White,Sock,09/22/2017 11:29:00 AM,09/22/2017 11:29:00 AM,01/17/2016,Dog,Neutered Male,1 year,Pit Bull Mix,White,0.0
A765118,,01/13/2018 12:56:00 PM,01/13/2018 12:56:00 PM,Franklin Park And Scarsdale Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White/Black,,01/18/2018 12:41:00 PM,01/18/2018 12:41:00 PM,01/13/2016,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White/Black,0.0
A779389,Huckleberry,08/31/2018 11:02:00 AM,08/31/2018 11:02:00 AM,Riverside And Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black,Huckleberry,09/04/2018 01:06:00 PM,09/04/2018 01:06:00 PM,06/12/2018,Dog,Intact Male,2 months,Labrador Retriever Mix,Black,0.0
A710645,,08/25/2015 03:59:00 PM,08/25/2015 03:59:00 PM,E 23Rd St And San Jacinto Blvd in Austin (TX),Stray,Injured,Other,Unknown,1 year,Ringtail Mix,Fawn/Black,,08/26/2015 12:00:00 AM,08/26/2015 12:00:00 AM,08/25/2014,Other,Unknown,1 year,Ringtail Mix,Fawn/Black,0.0
A781287,Miko,09/26/2018 06:46:00 PM,09/26/2018 06:46:00 PM,6800 South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,Tan/White,Miko,09/30/2018 04:43:00 PM,09/30/2018 04:43:00 PM,06/26/2018,Dog,Spayed Female,3 months,Labrador Retriever Mix,Tan/White,0.0
A737374,Boxer,11/26/2019 12:10:00 PM,11/26/2019 12:10:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,16 years,Chow Chow Mix,Brown,Boxer,12/03/2019 03:01:00 PM,12/03/2019 03:01:00 PM,07/12/2003,Dog,Intact Male,16 years,Chow Chow Mix,Brown,0.0
A729106,,06/13/2016 04:22:00 PM,06/13/2016 04:22:00 PM,503 Nelray Blvd in Austin (TX),Public Assist,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue,,06/23/2016 04:39:00 PM,06/23/2016 04:39:00 PM,05/13/2016,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,0.0
A664274,Estrella,10/01/2013 01:48:00 PM,10/01/2013 01:48:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Siberian Husky Mix,Buff,Estrella,10/11/2013 03:29:00 PM,10/11/2013 03:29:00 PM,10/01/2005,Dog,Spayed Female,8 years,Siberian Husky Mix,Buff,0.0
A768236,*Noche,03/15/2018 02:37:00 PM,03/15/2018 02:37:00 PM,Austin (TX),Stray,Injured,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Black,*Noche,03/19/2018 12:09:00 PM,03/19/2018 12:09:00 PM,03/15/2008,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Black,0.0
A764292,Nina,12/27/2017 12:30:00 PM,12/27/2017 12:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black,Nina,12/29/2017 05:09:00 PM,12/29/2017 05:09:00 PM,09/09/2017,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black,0.0
A707640,Jake,07/15/2015 02:34:00 PM,07/15/2015 02:34:00 PM,El Salido And Wander Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Basset Hound Mix,Tricolor,Jake,07/16/2015 04:55:00 PM,07/16/2015 04:55:00 PM,07/15/2013,Dog,Intact Male,2 years,Basset Hound Mix,Tricolor,0.0
A687918,*Isaac,09/12/2014 08:01:00 AM,09/12/2014 08:01:00 AM,North Austin in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Black,*Isaac,12/07/2014 06:13:00 PM,12/07/2014 06:13:00 PM,08/12/2014,Cat,Neutered Male,3 months,Domestic Longhair Mix,Black,0.0
A704960,Blakely,06/11/2015 12:24:00 PM,06/11/2015 12:24:00 PM,Yellow Jacket And Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Carolina Dog Mix,Brown/White,Blakely,06/15/2015 05:02:00 PM,06/15/2015 05:02:00 PM,04/11/2015,Dog,Spayed Female,2 months,Carolina Dog Mix,Brown/White,0.0
A736976,*Peacock,10/20/2016 01:14:00 PM,10/20/2016 01:14:00 PM,13416 Nelson Houser St in Manor (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,*Peacock,10/25/2016 04:39:00 PM,10/25/2016 04:39:00 PM,10/20/2014,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,0.0
A708276,*Esteban,07/25/2015 11:28:00 AM,07/25/2015 11:28:00 AM,12407 Mossy Bark Trail in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Esteban,08/16/2015 04:40:00 PM,08/16/2015 04:40:00 PM,05/25/2015,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A787303,*Luz,01/10/2019 06:41:00 PM,01/10/2019 06:41:00 PM,East Saint Johns Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Golden Retriever Mix,Tan,*Luz,01/17/2019 06:56:00 PM,01/17/2019 06:56:00 PM,05/10/2018,Dog,Intact Female,8 months,Golden Retriever Mix,Tan,0.0
A765297,Mia,01/17/2018 12:09:00 PM,01/17/2018 12:09:00 PM,1308 Thornberry Road in Del Valle (TX),Stray,Normal,Dog,Spayed Female,4 years,Miniature Poodle Mix,White,Mia,01/19/2018 06:50:00 PM,01/19/2018 06:50:00 PM,01/17/2014,Dog,Spayed Female,4 years,Miniature Poodle Mix,White,0.0
A752421,,06/22/2017 11:02:00 AM,06/22/2017 11:02:00 AM,1919 Burton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund Wirehair Mix,Brown,,06/26/2017 12:48:00 PM,06/26/2017 12:48:00 PM,04/07/2017,Dog,Intact Male,2 months,Dachshund Wirehair Mix,Brown,0.0
A789600,,02/24/2019 01:14:00 PM,02/24/2019 01:14:00 PM,2700 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White,,02/28/2019 05:51:00 PM,02/28/2019 05:51:00 PM,12/31/2018,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,White,0.0
A684893,Babe,07/31/2014 01:46:00 PM,07/31/2014 01:46:00 PM,Shag Bark Trail in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,Babe,08/08/2014 11:59:00 AM,08/08/2014 11:59:00 AM,04/01/2011,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,0.0
A782028,,10/09/2018 06:04:00 PM,10/09/2018 06:04:00 PM,1903 Townesouth in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White,,10/15/2018 06:29:00 PM,10/15/2018 06:29:00 PM,08/02/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0.0
A737190,Shakira,10/23/2016 03:20:00 PM,10/23/2016 03:20:00 PM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,British Shorthair Mix,Cream Tabby/White,Shakira,11/14/2016 06:19:00 PM,11/14/2016 06:19:00 PM,09/04/2016,Cat,Spayed Female,2 months,British Shorthair Mix,Cream Tabby/White,0.0
A757907,Fat Boy,09/08/2017 12:12:00 PM,09/08/2017 12:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pomeranian Mix,Black,Fat Boy,09/09/2017 07:00:00 PM,09/09/2017 07:00:00 PM,09/08/2015,Dog,Neutered Male,2 years,Pomeranian Mix,Black,0.0
A733645,Goldie,08/25/2016 11:37:00 AM,08/25/2016 11:37:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Torbie,Goldie,12/09/2016 02:15:00 PM,12/09/2016 02:15:00 PM,08/18/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,0.0
A569886,Dotty,05/08/2014 03:01:00 PM,05/08/2014 03:01:00 PM,3227 E 5Th in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,German Shepherd,Black/Tan,Dotty,05/09/2014 12:00:00 PM,05/09/2014 12:00:00 PM,03/31/2008,Dog,Spayed Female,6 years,German Shepherd,Black/Tan,0.0
A748894,,05/08/2017 12:58:00 PM,05/08/2017 12:58:00 PM,7601 Daffan Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 days,Domestic Shorthair Mix,Orange Tabby/White,,05/08/2017 03:52:00 PM,05/08/2017 03:52:00 PM,05/05/2017,Cat,Intact Female,3 days,Domestic Shorthair Mix,Orange Tabby/White,0.0
A748045,,04/28/2017 11:16:00 AM,04/28/2017 11:16:00 AM,Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rat Mix,White,,04/29/2017 01:21:00 PM,04/29/2017 01:21:00 PM,04/28/2016,Other,Intact Female,1 year,Rat Mix,White,0.0
A808401,,11/08/2019 01:10:00 PM,11/08/2019 01:10:00 PM,12014 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Medium Hair,Orange Tabby,,11/12/2019 10:19:00 AM,11/12/2019 10:19:00 AM,11/08/2018,Cat,Unknown,1 year,Domestic Medium Hair,Orange Tabby,0.0
A690158,,10/15/2014 12:11:00 PM,10/15/2014 12:11:00 PM,9704 Circle Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue,,10/20/2014 09:00:00 AM,10/20/2014 09:00:00 AM,10/15/2013,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue,0.0
A711910,Zoey,09/23/2016 01:16:00 PM,09/23/2016 01:16:00 PM,1100 Kingsbury Street in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,German Shorthair Pointer Mix,White/Liver,Zoey,09/23/2016 06:43:00 PM,09/23/2016 06:43:00 PM,09/13/2007,Dog,Spayed Female,9 years,German Shorthair Pointer Mix,White/Liver,0.0
A776402,*Corky,02/11/2019 12:53:00 PM,02/11/2019 12:53:00 PM,9033 Research in Austin (TX),Public Assist,Normal,Dog,Spayed Female,11 months,Australian Kelpie Mix,Black/Tan,*Corky,02/20/2019 05:57:00 PM,02/20/2019 05:57:00 PM,03/13/2018,Dog,Spayed Female,11 months,Australian Kelpie Mix,Black/Tan,0.0
A726178,,05/07/2016 01:22:00 PM,05/07/2016 01:22:00 PM,20636 Cameron in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Orange Tabby,,06/27/2016 04:55:00 PM,06/27/2016 04:55:00 PM,04/07/2016,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby,0.0
